1049070816888082432,2018-10-07 22:55:48,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 27. have a nice day! #otoslotto',0,0
1049055717024567296,2018-10-07 21:55:48,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 89. have a nice day! #otoslotto',0,0
1049040617773391872,2018-10-07 20:55:48,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 77. have a nice day! #otoslotto',0,0
1049035374075498496,2018-10-07 20:34:57,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 26. have a nice day! #otoslotto',0,0
1049031025588748288,2018-10-07 20:17:41,"b""RT @HeyLeap: We're thrilled to announce our first AMA with @catleecatlee, angel investor &amp; former Head of Culture @Pinterest, in our first\xe2\x80\xa6""",0,29
1049020274149117958,2018-10-07 19:34:57,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 15. have a nice day! #otoslotto',0,0
1049005174277197824,2018-10-07 18:34:57,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 63. have a nice day! #otoslotto',0,0
1049005051748835328,2018-10-07 18:34:28,b'#HelloWorld! Could you listen to this #instr\nhttps://t.co/pXy5buFXMl #sundaymorning\n#music',0,0
1048990074359222272,2018-10-07 17:34:57,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 20. have a nice day! #otoslotto',0,0
1048978541516402689,2018-10-07 16:49:08,b'Book &amp; Tea - ready for this sunday reading night \xf0\x9f\x93\x9a\xf0\x9f\x92\xab #helloworld #sunday #weekend #relax #tea #book #reading\xe2\x80\xa6 https://t.co/502mvGRiPY',0,0
1048974974508326912,2018-10-07 16:34:57,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 64. have a nice day! #otoslotto',0,0
1048968156574887936,2018-10-07 16:07:52,b'RT @scottturneruon: How #algorithms are controlling your life https://t.co/StumgBSj2e via @voxdotcom #helloworld book by @FryRsquared https\xe2\x80\xa6',0,12
1048961129089654784,2018-10-07 15:39:56,b'RT @EvelvetMr: Big thinking is always about the first step how to think. #helloworld',0,1
1048959874539900929,2018-10-07 15:34:57,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 59. have a nice day! #otoslotto',0,0
1048956474540666884,2018-10-07 15:21:26,b'Hey hey hey World! Happys Sundays Fundays! Post backs where you are woofin\xe2\x80\x99 from! I\xe2\x80\x99s will starts... Hey from Tides\xe2\x80\xa6 https://t.co/Xuz9vxz7fy',0,0
1048944774689034240,2018-10-07 14:34:57,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 67. have a nice day! #otoslotto',0,0
